STATIONS_ID;MESS_DATUM;QN_592;ATMO_LBERG;FD_LBERG;FG_LBERG;SD_LBERG;ZENIT;MESS_DATUM_WOZ;eor
      15000;2025090806:33;    1;  138.0;    7.0;    7.0;   0;    80.94;2025090807:00;eor
      15000;2025090807:33;    1;  137.0;   22.0;   23.0;   0;    71.59;2025090808:00;eor
      15000;2025090808:33;    1;  142.0;   39.0;   40.0;   0;    62.75;2025090809:00;eor
      15000;2025090809:33;    1;  141.0;   74.0;   76.0;   0;    54.98;2025090810:00;eor
      15000;2025090810:33;    1;  140.0;  110.0;  129.0;   8;    49.03;2025090811:00;eor
      15000;2025090811:33;    1;  134.0;  120.0;  152.0;  16;    45.73;2025090812:00;eor
      15000;2025090812:33;    1;  129.0;   94.0;  180.0;  37;    45.75;2025090813:00;eor
      15000;2025090813:33;    1;  134.0;   87.0;  192.0;  40;    49.07;2025090814:00;eor
      15000;2025090814:33;    1;  139.0;   82.0;  133.0;  29;    55.05;2025090815:00;eor
      15000;2025090815:33;    1;  132.0;   69.0;  165.0;  59;    62.84;2025090816:00;eor
      15000;2025090816:33;    1;  134.0;   44.0;   60.0;  21;    71.70;2025090817:00;eor
      15000;2025090817:33;    1;  135.0;   17.0;   17.0;   0;    81.07;2025090818:00;eor
      15000;2025090818:33;    1;  126.0;    2.0;    2.0;   0;    90.53;2025090819:00;eor
      15000;2025090819:33;    1;  131.0;    0.0;    0.0;   0;    99.69;2025090820:00;eor
      15000;2025090820:33;    1;  138.0;    0.0;    0.0;   0;   108.10;2025090821:00;eor
      15000;2025090821:33;    1;  138.0;    0.0;    0.0;   0;   115.28;2025090822:00;eor
      15000;2025090822:33;    1;  138.0;    0.0;    0.0;   0;   120.63;2025090823:00;eor
      15000;2025090823:33;    1;  138.0;    0.0;    0.0;   0;   123.52;2025090900:00;eor
      15000;2025090900:33;    1;  139.0;    0.0;    0.0;   0;   123.53;2025090901:00;eor
      15000;2025090901:33;    1;  139.0;    0.0;    0.0;   0;   120.67;2025090902:00;eor
      15000;2025090902:33;    1;  136.0;    0.0;    0.0;   0;   115.36;2025090903:00;eor
      15000;2025090903:33;    1;  138.0;    0.0;    0.0;   0;   108.19;2025090904:00;eor
      15000;2025090904:33;    1;  137.0;    0.0;    0.0;   0;    99.80;2025090905:00;eor
      15000;2025090905:33;    1;  138.0;    0.0;    0.0;   0;    90.67;2025090906:00;eor
      15000;2025090906:33;    1;  137.0;    1.0;    1.0;   0;    81.23;2025090907:00;eor
      15000;2025090907:33;    1;  138.0;    4.0;    5.0;   0;    71.89;2025090908:00;eor
      15000;2025090908:33;    1;  136.0;   17.0;   17.0;   0;    63.06;2025090909:00;eor
      15000;2025090909:33;    1;  138.0;   25.0;   26.0;   0;    55.32;2025090910:00;eor
      15000;2025090910:33;    1;  136.0;   83.0;   85.0;   0;    49.38;2025090911:00;eor
      15000;2025090911:33;    1;  137.0;   71.0;   72.0;   0;    46.10;2025090912:00;eor
      15000;2025090912:33;    1;  137.0;   51.0;   52.0;   0;    46.12;2025090913:00;eor
      15000;2025090913:33;    1;  137.0;   70.0;   71.0;   0;    49.43;2025090914:00;eor
      15000;2025090914:33;    1;  135.0;   42.0;   42.0;   0;    55.39;2025090915:00;eor
      15000;2025090915:33;    1;  134.0;   60.0;   62.0;   0;    63.15;2025090916:00;eor
      15000;2025090916:33;    1;  135.0;   20.0;   21.0;   0;    71.99;2025090917:00;eor
      15000;2025090917:33;    1;  136.0;    4.0;    5.0;   0;    81.37;2025090918:00;eor
      15000;2025090918:33;    1;  132.0;    0.0;    0.0;   0;    90.83;2025090919:00;eor
      15000;2025090919:33;    1;  112.0;    0.0;    0.0;   0;    99.99;2025090920:00;eor
      15000;2025090920:33;    1;  107.0;    0.0;    0.0;   0;   108.42;2025090921:00;eor
      15000;2025090921:33;    1;  106.0;    0.0;    0.0;   0;   115.62;2025090922:00;eor
      15000;2025090922:33;    1;  105.0;    0.0;    0.0;   0;   120.99;2025090923:00;eor
      15000;2025090923:33;    1;  107.0;    0.0;    0.0;   0;   123.89;2025091000:00;eor
      15000;2025091000:32;    1;  105.0;    0.0;    0.0;   0;   123.91;2025091001:00;eor
      15000;2025091001:32;    1;  105.0;    0.0;    0.0;   0;   121.04;2025091002:00;eor
      15000;2025091002:32;    1;  107.0;    0.0;    0.0;   0;   115.70;2025091003:00;eor
      15000;2025091003:32;    1;  112.0;    0.0;    0.0;   0;   108.52;2025091004:00;eor
      15000;2025091004:32;    1;  114.0;    0.0;    0.0;   0;   100.10;2025091005:00;eor
      15000;2025091005:32;    1;  107.0;    3.0;    4.0;   1;    90.96;2025091006:00;eor
      15000;2025091006:32;    1;  115.0;   26.0;   28.0;   5;    81.53;2025091007:00;eor
      15000;2025091007:32;    1;  117.0;   58.0;   87.0;  45;    72.18;2025091008:00;eor
      15000;2025091008:32;    1;  111.0;   58.0;  153.0;  54;    63.38;2025091009:00;eor
      15000;2025091009:32;    1;  109.0;   46.0;  186.0;  57;    55.65;2025091010:00;eor
      15000;2025091010:32;    1;  111.0;   54.0;  230.0;  60;    49.74;2025091011:00;eor
      15000;2025091011:32;    1;  112.0;   59.0;  239.0;  60;    46.48;2025091012:00;eor
      15000;2025091012:32;    1;  111.0;   28.0;  255.0;  60;    46.50;2025091013:00;eor
      15000;2025091013:32;    1;  112.0;   34.0;  220.0;  59;    49.79;2025091014:00;eor
      15000;2025091014:32;    1;  113.0;   41.0;  201.0;  60;    55.72;2025091015:00;eor
      15000;2025091015:32;    1;  114.0;   36.0;  119.0;  47;    63.46;2025091016:00;eor
      15000;2025091016:32;    1;  121.0;   48.0;   71.0;  30;    72.29;2025091017:00;eor
      15000;2025091017:32;    1;  123.0;   27.0;   35.0;  28;    81.66;2025091018:00;eor
      15000;2025091018:32;    1;  115.0;    1.0;    2.0;   0;    91.12;2025091019:00;eor
      15000;2025091019:32;    1;  122.0;    0.0;    0.0;   0;   100.29;2025091020:00;eor
      15000;2025091020:32;    1;  124.0;    0.0;    0.0;   0;   108.74;2025091021:00;eor
      15000;2025091021:32;    1;  131.0;    0.0;    0.0;   0;   115.97;2025091022:00;eor
      15000;2025091022:32;    1;  129.0;    0.0;    0.0;   0;   121.35;2025091023:00;eor
      15000;2025091023:32;    1;  126.0;    0.0;    0.0;   0;   124.27;2025091100:00;eor
      15000;2025091100:32;    1;  132.0;    0.0;    0.0;   0;   124.29;2025091101:00;eor
